"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","ParticipantID","group","item","sentence","lexicon","quantifier","noun","condition","imga","imgb","Reading.time","Newline.","Sentence..or.sentence.MD5.","Comments"
"11",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","Scale","inglêsResposta","Choice","<p style=font-size:20>Sim</p>",1694805591189,"F79","NULL",NA,"","","","","","","","","","",""
"12",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","Scale","tempoResposta","Choice","<p style=font-size:20>Entre 4 a 6 anos</p>",1694805598197,"F79","NULL",NA,"","","","","","","","","","",""
"13",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","Scale","morouResposta","Choice","<p style=font-size:20>Não</p>",1694805604653,"F79","NULL",NA,"","","","","","","","","","",""
"14",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","Scale","letrasResposta","Choice","<p style=font-size:20>Não</p>",1694805608053,"F79","NULL",NA,"","","","","","","","","","",""
"15",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","TextInput","idadeResposta","Final","35",1694805609609,"F79","NULL",NA,"","","","","","","","","","",""
"16",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",3,0,"questionario","NULL","PennController","2","_Trial_","End",1694805609613,"F79","NULL",NA,"","","","","","","","","","",""
"17",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",4,0,"instrucoes1","NULL","PennController","3","_Trial_","Start",1694805609616,"F79","NULL",NA,"","","","","","","","","","",""
"18",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",4,0,"instrucoes1","NULL","PennController","3","_Trial_","End",1694805658422,"F79","NULL",NA,"","","","","","","","","","",""
"19",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","PennController","6","_Trial_","Start",1694805658425,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"20",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","praia.",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","920","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"21",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","na",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","633","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"22",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","musgo",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","867","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"23",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","4","muito",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","706","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"24",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","3","encontrou",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","921","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"25",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","2","menina",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","937","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"26",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","1","A",1694805668069,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","611","false","A menina encontrou muito musgo na praia.","Any addtional parameters were appended as additional columns"
"27",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Canvas","ladaAlado","Print",NA,1694805668072,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"28",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","Selector","respostapratica","Selection","imgb",1694805679726,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","imga;imgb","","",""
"29",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",5,0,"pratica","NULL","PennController","6","_Trial_","End",1694805681046,"F79",NA,1,"A menina encontrou muito musgo na praia.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"30",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","PennController","7","_Trial_","Start",1694805681048,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"31",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","14","York.",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","362","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"32",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","13","Nova",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","363","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"33",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","12","em",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","470","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"34",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","11","Chrysler",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","472","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"35",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","10","edifício",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","398","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"36",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","9","o",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","340","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"37",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","8","que",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","462","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"38",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","alto",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","537","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"39",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","mais",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","465","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"40",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","era",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","480","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"41",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","4","State",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","404","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"42",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","3","Empire",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","1040","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"43",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","2","edifício",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","880","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"44",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","1","O",1694805689409,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","499","false","O edifício Empire State era mais alto que o edifício Chrysler em Nova York.","Any addtional parameters were appended as additional columns"
"45",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Canvas","ladaAlado","Print",NA,1694805689411,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"46",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","Selector","respostapratica","Selection","imga",1694805691012,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","imga;imgb","","",""
"47",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",6,0,"pratica","NULL","PennController","7","_Trial_","End",1694805692109,"F79",NA,2,"O edifício Empire State era mais alto que o edifício Chrysler em Nova York.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"48",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","PennController","8","_Trial_","Start",1694805692115,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"49",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","mata.",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","427","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"50",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","na",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","410","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"51",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","cacto",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","704","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"52",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","4","muito",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","454","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"53",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","3","coletou",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","469","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"54",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","2","anciã",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","938","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"55",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","1","A",1694805696703,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","553","false","A anciã coletou muito cacto na mata.","Any addtional parameters were appended as additional columns"
"56",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Canvas","ladaAlado","Print",NA,1694805696705,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"57",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","Selector","respostapratica","Selection","imgb",1694805698038,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","imga;imgb","","",""
"58",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",7,0,"pratica","NULL","PennController","8","_Trial_","End",1694805698813,"F79",NA,3,"A anciã coletou muito cacto na mata.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"59",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","PennController","9","_Trial_","Start",1694805698815,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"60",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","motorista.",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","622","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"61",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","o",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","399","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"62",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","quanto",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","522","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"63",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","4","tanto",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","571","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"64",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","3","viajava",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","407","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"65",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","2","piloto",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","615","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"66",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","1","O",1694805702726,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","347","false","O piloto viajava tanto quanto o motorista.","Any addtional parameters were appended as additional columns"
"67",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Canvas","ladaAlado","Print",NA,1694805702727,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"68",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","Selector","respostapratica","Selection","imgb",1694805704380,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","imga;imgb","","",""
"69",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",8,0,"pratica","NULL","PennController","9","_Trial_","End",1694805705101,"F79",NA,4,"O piloto viajava tanto quanto o motorista.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"70",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","PennController","10","_Trial_","Start",1694805705103,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"71",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","casa.",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","503","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"72",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","na",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","688","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"73",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","cachorros",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","847","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"74",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","4","muitos",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","1319","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"75",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","3","acariciou",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","469","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"76",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","2","carteiro",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","411","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"77",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","1","O",1694805710094,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","343","false","O carteiro acariciou muitos cachorros na casa.","Any addtional parameters were appended as additional columns"
"78",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Canvas","ladaAlado","Print",NA,1694805710096,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"79",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","Selector","respostapratica","Selection","imgb",1694805711292,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","imga;imgb","","",""
"80",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",9,0,"pratica","NULL","PennController","10","_Trial_","End",1694805712061,"F79",NA,5,"O carteiro acariciou muitos cachorros na casa.",NA,NA,NA,NA,"img1.png","img2.png","NULL","","",""
"81",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","PennController","11","_Trial_","Start",1694805712063,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","NULL","","",""
"82",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","11","Rússia.",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","579","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"83",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","10","da",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","532","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"84",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","9","governo",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","509","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"85",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","8","o",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","590","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"86",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","7","que",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","370","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"87",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","6","do",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","620","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
"88",1694806005,"161af307fae0d8f1cf12f2bc6d91988e","PennController",10,0,"pratica","NULL","Controller-DashedSentence","DashedSentence","5","dinheiro",1694805719286,"F79",NA,6,"O banqueiro tinha mais dinheiro do que o governo da Rússia.",NA,NA,NA,NA,"img3.png","img4.png","673","false","O banqueiro tinha mais dinheiro do que o governo da Rússia.","Any addtional parameters were appended as additional columns"
